<ticker>,<date>,<open>,<high>,<low>,<close>,<volume>
WC,161028,414.50,414.50,408.50,408.50,62056
WC,161031,408.50,416.25,408.50,416.25,69456
WC,161101,416.25,416.25,414.25,414.25,76666
WC,161102,414.25,417.75,414.25,417.75,77145
WC,161103,417.75,417.75,412.00,412.00,77145
WC,161104,412.00,414.25,412.00,414.25,70194
WC,161107,414.25,414.25,410.00,410.00,79192
WC,161108,410.00,415.25,410.00,415.25,132281
WC,161109,415.25,415.25,406.75,406.75,132281
WC,161110,406.75,406.75,404.75,404.75,131826
WC,161111,404.75,404.75,403.00,403.00,105341
WC,161114,403.00,403.00,394.00,394.00,82170
WC,161115,394.00,399.00,394.00,399.00,80273
WC,161116,399.00,399.00,397.00,397.00,73260
WC,161117,397.00,403.00,397.00,403.00,70180
WC,161118,403.00,408.00,403.00,408.00,60284
WC,161121,425.25,427.00,425.25,427.00,60851
WC,161122,427.00,427.25,427.00,427.25,72177
WC,161123,427.25,427.25,423.75,423.75,82053
WC,161124,401.50,401.50,401.50,401.50,0
WC,161125,423.75,423.75,419.50,419.50,82053
WC,161128,419.50,419.50,416.50,416.50,101932
WC,161129,416.50,416.50,408.75,408.75,101932
WC,161130,408.75,408.75,402.75,402.75,95009
WC,161201,402.75,402.75,395.50,395.50,92163
WC,161202,395.50,404.25,395.50,404.25,92163
WC,161205,404.25,408.25,404.25,408.25,61792
WC,161206,408.25,408.25,406.75,406.75,61792
WC,161207,406.75,406.75,401.00,401.00,52027
WC,161208,401.00,408.25,401.00,408.25,70142
WC,161209,408.25,416.25,408.25,416.25,70142
WC,161212,416.25,417.25,416.25,417.25,63194
WC,161213,417.25,417.50,417.25,417.50,54868
WC,161214,417.50,418.00,417.50,418.00,50391
WC,161215,418.00,418.00,409.25,409.25,61058
WC,161216,409.25,409.25,409.25,409.25,61058
WC,161219,409.25,409.25,405.00,405.00,52115
WC,161220,405.00,405.00,403.25,403.25,52115
WC,161221,403.25,403.25,399.50,399.50,35449
WC,161222,399.50,399.50,397.00,397.00,37047
WC,161223,397.00,397.00,393.50,393.50,37047
WC,161226,393.50,393.50,393.50,393.50,0
WC,161227,393.50,409.50,393.50,409.50,67774
WC,161228,409.50,409.50,401.50,401.50,67774
WC,161229,401.50,404.75,401.50,404.75,43964
WC,161230,404.75,408.00,404.75,408.00,33934

WC,170102,408.00,408.00,408.00,408.00,0
WC,170103,408.00,408.00,406.50,406.50,65585
WC,170104,406.50,418.50,406.50,418.50,65585
WC,170105,418.50,426.25,418.50,426.25,86772
WC,170106,426.25,426.25,423.25,423.25,86772
WC,170109,423.25,427.25,423.25,427.25,69623
WC,170110,427.25,427.25,426.75,426.75,69623
WC,170111,426.75,426.75,418.75,418.75,109829
WC,170112,418.75,426.25,418.75,426.25,133095
WC,170113,426.25,426.25,426.00,426.00,133095
WC,170116,426.00,426.00,426.00,426.00,0
WC,170117,426.00,433.50,426.00,433.50,107763
WC,170118,433.50,433.50,431.00,431.00,107763
WC,170119,431.00,431.00,423.50,423.50,67785
WC,170120,423.50,428.25,423.50,428.25,64375
WC,170123,428.25,433.25,428.25,433.25,56203
WC,170124,433.25,433.25,426.75,426.75,57334
WC,170125,426.75,426.75,424.50,424.50,57334
WC,170126,424.50,427.00,424.50,427.00,59387
WC,170127,427.00,427.00,420.50,420.50,64696
WC,170130,420.50,420.50,414.00,414.00,64696
WC,170131,414.00,420.75,414.00,420.75,60231
WC,170201,420.75,433.75,420.75,433.75,102491
WC,170202,433.75,434.50,433.75,434.50,102491
WC,170203,434.50,434.50,430.25,430.25,73989
WC,170206,430.25,430.25,422.50,422.50,61389
WC,170207,422.50,430.75,422.50,430.75,106310
WC,170208,430.75,432.50,430.75,432.50,106310
WC,170209,432.50,443.50,432.50,443.50,150249
WC,170210,443.50,449.00,443.50,449.00,150249
WC,170213,447.80,452.00,447.80,452.00,261567
WC,170214,452.30,452.30,449.50,449.50,119108
WC,170215,449.50,454.80,449.50,454.80,63197
WC,170216,454.75,454.75,447.75,447.75,0
WC,170217,447.75,447.75,441.00,441.00,0
WC,170221,441.00,441.00,436.00,436.00,0
WC,170222,449.75,456.00,449.75,456.00,0
WC,170223,456.00,456.00,453.50,453.50,0
WC,170224,453.50,453.50,448.00,448.00,0
WC,170227,448.00,448.00,438.75,438.75,0
WC,170228,438.75,443.75,438.75,443.75,0
WC,170301,443.75,457.00,443.75,457.00,0
WC,170302,457.00,457.00,452.75,452.75,0
WC,170303,452.75,453.50,452.75,453.50,0
WC,170306,453.50,458.50,453.50,458.50,0
WC,170307,458.50,458.50,456.50,456.50,0
WC,170308,456.50,456.50,447.00,447.00,0
WC,170309,447.00,447.00,444.00,444.00,0
WC,170310,444.00,444.00,440.50,440.50,0
WC,170313,440.50,440.50,430.50,430.50,0
WC,170314,430.50,430.50,430.50,430.50,0
WC,170315,430.50,436.00,430.50,436.00,0
WC,170316,436.00,436.00,436.00,436.00,0
WC,170317,436.00,436.25,436.00,436.25,0
WC,170320,436.25,436.25,430.25,430.25,0
WC,170321,430.25,430.25,426.50,426.50,0
WC,170322,426.50,426.50,422.25,422.25,0
WC,170323,422.25,422.25,421.00,421.00,0
WC,170324,421.00,424.75,421.00,424.75,0
WC,170327,424.75,424.75,420.75,420.75,0
WC,170328,420.75,424.50,420.75,424.50,0
WC,170329,424.50,425.50,424.50,425.50,0
WC,170330,425.50,425.50,421.00,421.00,0
WC,170331,421.00,426.50,421.00,426.50,0
WC,170403,426.50,427.75,426.50,427.75,0
WC,170404,427.75,427.75,427.00,427.00,0
WC,170405,427.00,429.75,427.00,429.75,0
WC,170407,423.25,424.00,423.25,424.00,0
WC,170410,424.00,428.75,424.00,428.75,0
WC,170411,428.75,433.25,428.75,433.25,0
WC,170412,433.25,433.25,433.25,433.25,0
WC,170413,433.25,433.25,429.75,429.75,0
WC,170417,429.75,429.75,421.00,421.00,0
WC,170418,421.00,422.50,421.00,422.50,0
WC,170419,422.50,422.50,419.00,419.00,0
WC,170420,434.50,434.50,421.75,421.75,0
WC,170421,421.75,421.75,421.00,421.00,0
WC,170424,421.00,421.00,419.25,419.25,0
WC,170425,419.25,427.00,419.25,427.00,0
WC,170426,427.00,427.00,426.50,426.50,0
WC,170427,426.50,431.25,426.50,431.25,0
WC,170428,431.25,432.25,431.25,432.25,0
WC,170501,432.25,456.00,432.25,456.00,0
WC,170502,456.00,456.00,454.00,454.00,0
WC,170503,454.00,454.00,454.00,454.00,0
WC,170504,454.00,454.00,437.75,437.75,0
WC,170505,437.75,442.25,437.75,442.25,0
WC,170508,442.25,442.25,433.50,433.50,0
WC,170509,433.50,433.50,429.50,429.50,0
WC,170510,429.50,431.75,429.50,431.75,0
WC,170511,431.75,433.75,431.75,433.75,0
WC,170512,433.75,433.75,432.75,432.75,0
WC,170515,432.75,432.75,423.25,423.25,0
WC,170516,423.25,424.25,423.25,424.25,0
WC,170517,424.25,427.00,424.25,427.00,0
WC,170518,427.00,427.00,425.75,425.75,0
WC,170522,435.25,435.25,434.25,434.25,0
WC,170523,434.25,434.25,429.50,429.50,0
WC,170524,429.50,432.50,429.50,432.50,0
WC,170525,432.50,432.50,430.75,430.75,0
WC,170526,430.75,438.25,430.75,438.25,0
WC,170530,438.25,438.25,429.50,429.50,0
WC,170531,429.50,429.50,429.25,429.25,0
WC,170601,429.25,429.25,429.00,429.00,0
WC,170602,429.00,429.50,429.00,429.50,0
WC,170605,429.50,429.50,429.50,429.50,0
WC,170606,429.50,435.75,429.50,435.75,0
WC,170607,435.75,444.75,435.75,444.75,0
WC,170608,444.75,449.25,444.75,449.25,0
WC,170609,449.25,449.25,445.75,445.75,0
WC,170612,445.75,445.75,434.00,434.00,0
WC,170613,434.00,445.00,434.00,445.00,0
WC,170614,445.00,445.00,443.00,443.00,0
WC,170615,443.00,453.75,443.00,453.75,0
WC,170616,453.75,465.25,453.75,465.25,0
WC,170619,465.25,467.00,465.25,467.00,0
WC,170620,467.00,472.50,467.00,472.50,0
WC,170621,472.50,472.50,464.50,464.50,0
WC,170622,464.50,464.50,461.25,461.25,0
WC,170623,475.25,475.25,473.50,473.50,0
WC,170626,473.50,473.50,465.50,465.50,0
WC,170627,465.50,469.00,465.50,469.00,0
WC,170630,496.00,526.00,496.00,526.00,0
WC,170703,526.00,555.00,526.00,555.00,0
WC,170705,555.00,560.00,555.00,560.00,0
WC,170706,560.00,560.00,539.00,539.00,0
WC,170707,539.00,539.00,535.00,535.00,0
WC,170710,535.00,550.00,535.00,550.00,0
WC,170711,550.00,553.00,550.00,553.00,0
WC,170712,553.00,553.00,537.00,537.00,0
WC,170713,537.00,537.00,511.75,511.75,0
WC,170714,511.75,511.75,510.75,510.75,0
WC,170717,510.75,510.75,506.00,506.00,0
WC,170718,506.00,506.00,503.75,503.75,0
WC,170719,503.75,503.75,503.00,503.00,0
WC,170720,503.00,505.75,503.00,505.75,0
WC,170721,505.75,505.75,499.25,499.25,0
WC,170724,499.25,499.25,488.75,488.75,0
WC,170725,488.75,488.75,474.00,474.00,0
WC,170726,474.00,477.75,474.00,477.75,0
WC,170727,477.75,479.75,477.75,479.75,0
WC,170728,479.75,481.00,479.75,481.00,0
WC,170731,481.00,481.00,474.50,474.50,0
WC,170801,474.50,474.50,461.25,461.25,0
WC,170802,461.25,461.25,460.75,460.75,0
WC,170803,460.75,460.75,457.75,457.75,0
WC,170804,457.75,457.75,454.75,454.75,0
WC,170807,454.75,463.50,454.75,463.50,0
WC,170808,463.50,463.50,457.00,457.00,0
WC,170809,457.00,459.50,457.00,459.50,0
WC,170810,459.50,459.50,440.50,440.50,0
WC,170811,440.50,440.50,439.25,439.25,0
WC,170814,439.25,441.00,439.25,441.00,0
WC,170815,441.00,441.00,429.50,429.50,0
WC,170816,456.00,456.00,447.00,447.00,0
WC,170817,447.00,447.00,440.75,440.75,0
WC,170818,440.75,442.50,440.75,442.50,0
WC,170821,442.50,442.50,437.00,437.00,0
WC,170822,437.00,437.00,429.00,429.00,0
WC,170823,429.00,430.00,429.00,430.00,0
WC,170824,430.00,434.50,430.00,434.50,0
WC,170825,434.50,435.25,434.50,435.25,0
WC,170828,435.25,435.25,428.00,428.00,0
WC,170829,428.00,429.75,428.00,429.75,0
WC,170830,429.75,429.75,429.75,429.75,0
WC,170831,429.75,434.50,429.75,434.50,0
WC,170901,434.50,438.75,434.50,438.75,0
WC,170905,438.75,443.00,438.75,443.00,0
WC,170906,443.00,445.75,443.00,445.75,0
WC,170907,445.75,445.75,437.25,437.25,0
WC,170908,437.25,437.75,437.25,437.75,0
WC,170911,437.75,437.75,434.75,434.75,0
WC,170912,434.75,442.00,434.75,442.00,0
WC,170913,442.00,443.25,442.00,443.25,0
WC,170914,443.25,443.25,443.00,443.00,0
WC,170915,443.00,449.00,443.00,449.00,0
WC,170918,449.00,449.00,443.50,443.50,0
WC,170919,443.50,443.50,443.00,443.00,0
WC,170920,443.00,449.75,443.00,449.75,0
WC,170921,449.75,452.50,449.75,452.50,0
WC,170922,452.50,452.50,449.50,449.50,0
WC,170925,449.50,454.00,449.50,454.00,0
WC,170926,454.00,454.00,453.75,453.75,0
WC,170927,453.75,461.50,453.75,461.50,0
WC,170928,461.50,461.50,455.00,455.00,0
WC,170929,455.00,455.00,448.25,448.25,0
WC,171002,448.25,448.25,444.75,444.75,0
WC,171003,444.75,448.00,444.75,448.00,0
WC,171004,448.00,448.00,442.00,442.00,0
WC,171005,442.00,442.00,440.75,440.75,0
WC,171006,440.75,443.50,440.75,443.50,0
WC,171009,443.50,443.50,436.00,436.00,0
WC,171010,436.00,436.00,435.25,435.25,0
WC,171011,435.25,435.25,433.25,433.25,0
WC,171012,433.25,433.25,430.50,430.50,0
WC,171013,430.50,439.50,430.50,439.50,0
WC,171016,439.50,439.50,436.50,436.50,0
WC,171017,436.50,436.50,434.75,434.75,0
WC,171018,434.75,434.75,430.00,430.00,0
WC,171019,430.00,432.75,430.00,432.75,0
WC,171020,432.75,432.75,426.00,426.00,0
WC,171023,426.00,436.75,426.00,436.75,0
WC,171024,436.75,438.00,436.75,438.00,0
WC,171025,438.00,438.00,435.50,435.50,0
WC,171026,435.50,435.50,431.75,431.75,0
WC,171027,431.75,431.75,427.25,427.25,0
WC,171030,427.25,427.25,424.75,424.75,0
WC,171031,424.75,424.75,418.50,418.50,0
WC,171101,418.50,418.50,418.00,418.00,0
WC,171102,418.00,426.00,418.00,426.00,0
WC,171103,426.00,426.00,425.75,425.75,0
WC,171106,425.75,430.75,425.75,430.75,0
WC,171107,430.75,430.75,427.25,427.25,0
WC,171108,427.25,427.25,426.75,426.75,0
WC,171109,426.75,429.00,426.75,429.00,0
WC,171110,429.00,431.50,429.00,431.50,0
WC,171113,431.50,431.50,424.25,424.25,0
WC,171114,424.25,428.00,424.25,428.00,0
WC,171115,428.00,428.00,420.00,420.00,0
WC,171116,420.00,421.50,420.00,421.50,0
WC,171117,421.50,427.25,421.50,427.25,0
WC,171120,427.25,427.25,422.00,422.00,0
WC,171121,422.00,424.75,422.00,424.75,0
WC,171122,441.25,441.25,440.75,440.75,0
WC,171124,440.75,440.75,434.75,434.75,0
WC,171127,434.75,434.75,428.25,428.25,0
WC,171128,428.25,429.25,428.25,429.25,0
WC,171129,429.25,434.75,429.25,434.75,0
WC,171130,434.75,434.75,433.00,433.00,0
WC,171201,433.00,438.50,433.00,438.50,0
WC,171204,438.50,438.50,435.25,435.25,0
WC,171205,435.25,435.25,432.75,432.75,0
WC,171206,432.75,432.75,425.25,425.25,0
WC,171207,425.25,425.25,421.50,421.50,0
WC,171208,421.50,421.50,419.00,419.00,0
WC,171211,419.00,419.00,413.50,413.50,0
WC,171212,413.50,413.50,410.75,410.75,0
WC,171213,410.75,416.75,410.75,416.75,0
WC,171214,416.75,418.25,416.75,418.25,0
WC,171215,418.25,418.25,418.25,418.25,0
WC,171218,418.25,420.50,418.25,420.50,0
WC,171219,420.50,420.50,419.50,419.50,0
WC,171220,419.50,423.50,419.50,423.50,0
WC,171221,423.50,427.00,423.50,427.00,0
WC,171222,427.00,427.00,424.75,424.75,0
WC,171226,424.75,424.75,422.25,422.25,0
WC,171227,422.25,428.00,422.25,428.00,0
WC,171228,428.00,428.00,427.75,427.75,0
WC,171229,427.75,427.75,427.00,427.00,0

WC,180102,427.00,433.50,427.00,433.50,0
WC,180103,433.50,436.00,433.50,436.00,0
WC,180104,436.00,436.00,434.00,434.00,0
WC,180105,434.00,434.00,430.75,430.75,0
WC,180108,430.75,430.75,427.75,427.75,0
WC,180109,427.75,432.25,427.75,432.25,0
WC,180110,432.25,434.25,432.25,434.25,0
WC,180111,434.25,434.25,433.25,433.25,0
WC,180112,433.25,433.25,420.50,420.50,0
WC,180116,420.50,420.50,416.50,416.50,0
WC,180118,421.50,425.25,421.50,425.25,0
WC,180119,425.25,425.25,422.75,422.75,0
WC,180122,422.75,425.75,422.75,425.75,0
WC,180123,425.75,425.75,421.50,421.50,0
WC,180124,421.50,433.00,421.50,433.00,0
WC,180125,433.00,434.50,433.00,434.50,0
WC,180126,434.50,441.00,434.50,441.00,0
WC,180129,441.00,449.25,441.00,449.25,0
WC,180130,449.25,457.25,449.25,457.25,0
WC,180131,457.25,457.25,451.75,451.75,0
WC,180201,451.75,451.75,451.00,451.00,0
WC,180202,451.00,451.00,446.75,446.75,0
WC,180205,446.75,446.75,440.25,440.25,0
WC,180206,440.25,446.25,440.25,446.25,0
WC,180207,446.25,460.50,446.25,460.50,0
WC,180208,460.50,460.50,456.25,456.25,0
WC,180209,456.25,456.25,449.00,449.00,0
WC,180212,449.00,464.00,449.00,464.00,0
WC,180213,464.00,464.00,460.75,460.75,0
WC,180214,460.75,460.75,455.75,455.75,0
WC,180215,455.75,461.75,455.75,461.75,0
WC,180216,461.75,461.75,457.75,457.75,0
WC,180220,457.75,457.75,449.25,449.25,0
WC,180221,449.25,449.25,447.25,447.25,0
WC,180222,447.25,451.25,447.25,451.25,0
WC,180223,464.25,464.25,464.25,464.25,0
WC,180226,464.25,472.75,464.25,472.75,0
WC,180227,472.75,477.00,472.75,477.00,0
WC,180228,477.00,495.00,477.00,495.00,0
WC,180301,495.00,515.50,495.00,515.50,0
WC,180302,515.50,515.50,500.00,500.00,0
WC,180305,500.00,509.25,500.00,509.25,0
WC,180306,509.25,509.25,507.00,507.00,0
WC,180307,507.00,507.00,497.25,497.25,0
WC,180308,497.25,499.25,497.25,499.25,0
WC,180309,499.25,499.25,489.25,489.25,0
WC,180312,489.25,490.75,489.25,490.75,0
WC,180313,490.75,490.75,486.50,486.50,0
WC,180314,486.50,488.75,486.50,488.75,0
WC,180315,488.75,488.75,478.75,478.75,0
WC,180316,478.75,478.75,467.75,467.75,0
WC,180319,467.75,467.75,450.75,450.75,0
WC,180320,450.75,453.00,450.75,453.00,0
WC,180321,453.00,453.50,453.00,453.50,0
WC,180322,453.50,455.75,453.50,455.75,0
WC,180323,455.75,460.25,455.75,460.25,0
WC,180326,460.25,460.25,454.25,454.25,0
WC,180327,454.25,454.25,449.00,449.00,0
WC,180328,449.00,449.00,445.50,445.50,0
WC,180329,447.50,455.75,441.50,451.00,0
WC,180402,446.25,446.25,446.25,446.25,0
WC,180403,457.50,457.50,457.50,457.50,0
WC,180405,458.00,466.00,456.50,464.75,0
WC,180406,461.50,472.75,459.25,472.25,0
WC,180409,490.75,490.75,490.75,490.75,0
WC,180410,492.00,492.00,492.00,492.00,0
WC,180411,487.25,487.25,487.25,487.25,0
WC,180412,483.50,484.75,474.75,481.00,0
WC,180413,480.25,481.25,469.50,472.50,0
WC,180416,462.25,462.25,462.25,462.25,0
WC,180417,463.75,470.75,461.50,466.25,0
WC,180418,489.25,489.25,489.25,489.25,0
WC,180419,491.75,494.00,485.00,490.75,0
WC,180420,489.75,491.00,476.25,477.25,0
WC,180423,474.50,474.50,474.50,474.50,0
WC,180424,484.25,484.25,484.25,484.25,0
WC,180425,499.00,499.00,499.00,499.00,0
WC,180426,498.50,504.25,487.25,489.50,0
WC,180427,493.25,499.00,488.75,498.50,0
WC,180430,500.75,513.25,500.75,510.50,0
WC,180501,529.25,529.25,529.25,529.25,0
WC,180502,526.75,526.75,526.75,526.75,0
WC,180503,526.00,538.50,520.50,538.00,0
WC,180504,537.25,537.25,523.50,526.25,0
WC,180507,522.25,524.00,510.50,511.50,0
WC,180508,515.50,515.75,511.25,514.50,0
WC,180509,511.25,513.00,510.50,510.50,0
WC,180510,511.25,515.00,500.25,506.50,0
WC,180511,502.75,505.25,497.00,498.75,0
WC,180514,490.50,495.75,490.00,491.25,0
WC,180515,493.75,494.75,491.50,493.50,0
WC,180516,493.75,498.75,491.00,494.25,0
WC,180517,496.00,505.00,495.00,497.50,0
WC,180518,497.50,518.75,495.25,518.25,0
WC,180521,523.00,525.50,504.25,507.25,0
WC,180522,505.50,530.25,502.75,521.50,0
WC,180523,531.00,533.50,529.75,531.00,0
WC,180524,531.00,545.25,529.25,530.25,0
WC,180525,530.00,544.75,528.25,543.00,0
WC,180529,547.50,554.00,531.50,536.50,0
WC,180530,522.00,522.50,517.75,522.00,0
WC,180531,522.00,531.75,515.25,526.25,0
WC,180601,524.50,528.00,518.25,523.25,0
WC,180604,507.00,510.50,505.25,505.25,0
WC,180605,509.75,514.25,507.50,510.00,0
WC,180606,522.25,526.75,519.25,519.75,0
WC,180607,522.25,537.00,519.25,526.75,0
WC,180608,528.25,533.50,513.25,520.00,0
WC,180611,514.75,515.00,510.25,514.50,0
WC,180612,535.00,538.75,527.00,534.50,0
WC,180613,515.75,517.00,505.75,516.50,0
WC,180614,515.75,517.00,498.25,501.50,0
WC,180615,502.50,508.75,487.00,499.50,0
WC,180618,489.50,490.50,487.00,490.00,0
WC,180619,477.75,479.00,477.50,477.75,0
WC,180620,490.75,492.50,488.25,488.25,0
WC,180621,500.75,510.00,493.00,506.75,0
WC,180622,506.75,509.50,498.50,504.25,0
WC,180625,491.50,493.25,489.25,490.50,0
WC,180626,483.00,486.00,481.75,483.00,0
WC,180627,487.50,488.50,486.50,488.50,0
WC,180628,487.50,492.75,482.75,483.50,0
WC,180629,484.50,509.00,483.25,501.25,0
WC,180702,501.25,509.75,479.50,480.25,0
WC,180703,481.25,493.00,481.00,491.00,0
WC,180705,496.50,508.50,496.50,505.50,0
WC,180706,505.00,516.25,498.25,515.25,0
WC,180709,507.50,508.00,504.25,508.00,0
WC,180710,489.75,492.00,486.25,492.00,0
WC,180711,474.25,477.50,471.75,471.75,0
WC,180712,483.50,491.50,483.00,484.50,0
WC,180713,483.50,497.75,481.25,497.00,0
WC,180716,491.00,492.00,487.75,488.50,0
WC,180717,498.25,505.00,497.75,497.75,0
WC,180718,493.75,494.50,490.75,494.50,0
WC,180719,503.50,507.00,503.00,504.25,0
WC,180720,503.50,519.75,503.00,516.00,0
WC,180723,511.50,513.75,510.25,513.75,0
WC,180724,511.50,516.00,510.25,510.25,0
WC,180725,544.75,548.00,542.75,542.75,0
WC,180726,536.00,537.50,534.75,536.50,0
WC,180727,536.00,542.00,525.25,530.50,0
WC,180730,545.50,547.25,542.75,546.50,0
WC,180731,555.25,557.50,551.75,553.75,0
WC,180801,555.25,566.00,550.75,558.25,0
WC,180802,559.50,593.00,559.00,560.50,0
WC,180803,563.25,567.75,554.00,556.25,0
WC,180806,555.00,576.25,551.50,574.50,0
WC,180807,575.25,586.25,564.00,568.25,0
WC,180808,569.75,578.00,564.50,570.00,0
WC,180809,570.50,573.75,561.75,564.50,0
WC,180810,564.75,574.00,545.75,546.75,0
WC,180813,546.50,549.75,530.50,533.50,0
WC,180814,553.50,563.50,552.25,561.25,0
WC,180815,560.75,562.50,549.00,551.75,0
WC,180816,552.25,567.50,550.50,562.00,0
WC,180817,562.00,582.75,555.00,579.75,0
WC,180820,581.75,582.50,560.00,562.50,0
WC,180821,564.75,564.75,546.50,547.75,0
WC,180822,547.00,552.50,540.00,545.25,0
WC,180823,550.75,554.50,535.50,541.75,0
WC,180824,541.75,541.75,535.00,536.50,0
WC,180827,536.00,536.00,521.75,522.50,0
WC,180828,523.00,529.00,518.50,523.25,0
WC,180829,523.00,545.00,521.25,541.75,0
WC,180830,544.75,549.50,530.00,535.00,0
WC,180831,536.25,548.00,535.25,545.50,0
WC,180904,538.00,542.50,519.50,531.50,0
WC,180905,531.50,538.25,521.25,521.75,0
WC,180906,522.00,524.50,512.50,513.75,0
WC,180907,513.25,514.50,507.50,511.25,0
WC,180910,512.00,529.00,508.25,528.25,0
WC,180911,528.50,532.75,517.25,518.75,0
WC,180912,519.00,529.25,500.25,506.75,0
WC,180913,505.00,510.00,495.25,497.00,0
WC,180914,497.00,514.25,496.00,511.50,0
WC,180917,513.50,517.75,505.50,506.25,0
WC,180918,506.25,514.25,506.25,510.50,0
WC,180919,511.00,523.25,510.50,522.50,0
WC,180920,523.00,525.75,516.00,524.00,0
WC,180921,521.00,524.25,515.00,521.75,0
WC,180924,522.00,531.25,520.00,527.00,0
WC,180925,525.25,525.75,516.25,520.75,0
WC,180926,521.25,527.00,516.75,517.50,0
WC,180927,517.75,522.00,511.25,513.00,0
WC,180928,513.00,518.00,505.50,509.00,0
WC,181001,510.00,515.25,505.50,509.50,0
WC,181002,510.50,524.75,505.25,519.25,0
WC,181003,521.25,527.25,514.25,515.25,0
WC,181004,515.75,520.75,513.75,518.00,0
WC,181005,518.00,524.50,517.25,521.00,0
WC,181008,524.00,525.50,512.75,514.00,0
WC,181009,513.50,520.50,511.25,515.00,0
WC,181010,516.75,518.00,510.25,510.50,0
WC,181011,510.75,521.00,506.50,508.00,0
WC,181012,507.75,519.00,507.25,517.25,0
WC,181015,518.50,526.00,514.75,525.00,0
WC,181016,525.75,527.00,521.00,523.50,0
WC,181017,524.00,524.50,516.00,517.50,0
WC,181018,516.00,519.50,511.00,513.00,0
WC,181019,513.00,518.50,510.75,514.75,0
WC,181022,514.00,514.25,507.25,508.00,0
WC,181023,508.00,511.25,505.25,509.00,0
WC,181024,510.00,510.75,496.75,499.50,0
WC,181025,499.75,499.75,485.50,487.25,0
WC,181026,487.25,506.75,486.75,505.25,0
WC,181029,510.25,515.00,502.75,507.25,0
WC,181030,505.50,507.50,497.00,499.75,0
WC,181031,499.75,501.75,490.00,500.50,0
WC,181101,500.50,510.00,500.50,508.00,0
WC,181102,507.00,509.75,502.75,508.75,0
WC,181105,511.25,512.25,503.75,507.25,0
WC,181106,507.25,514.00,505.50,512.00,0
WC,181107,512.50,514.25,507.25,510.25,0
WC,181108,509.50,517.00,503.25,507.75,0
WC,181109,507.50,508.00,500.75,502.00,0
WC,181112,502.50,520.75,501.25,519.75,0
WC,181113,518.25,520.75,506.00,507.75,0
WC,181114,507.75,511.00,501.00,503.00,0
WC,181115,503.00,509.00,503.00,505.50,0
WC,181116,505.25,508.75,502.75,506.75,0
WC,181119,506.50,507.25,496.00,498.50,0
WC,181120,505.50,509.75,503.75,508.50,0
WC,181121,508.00,512.00,504.75,506.75,0
WC,181123,509.00,516.00,506.50,507.25,0
WC,181126,510.00,514.25,509.00,514.00,0
WC,181127,513.00,516.75,504.00,506.50,0
WC,181128,506.50,513.25,505.25,511.50,0
WC,181129,511.50,514.50,506.00,507.75,0
WC,181130,507.75,519.25,507.25,515.75,0
WC,181203,526.00,529.50,517.00,521.25,0
WC,181204,519.50,523.25,516.00,522.50,0
WC,181205,521.75,522.00,513.50,518.00,0
WC,181206,518.00,518.50,510.00,515.50,0
WC,181207,517.00,532.00,515.25,531.25,0
WC,181210,529.75,531.00,524.50,525.25,0
WC,181211,525.00,529.00,517.50,521.00,0
WC,181212,522.00,528.75,521.75,526.50,0
WC,181213,527.25,538.50,527.25,536.00,0
WC,181214,536.00,538.00,527.75,530.00,0
WC,181217,531.00,537.50,530.00,535.25,0
WC,181218,534.00,536.00,530.00,532.75,0
WC,181219,532.75,533.00,521.50,522.50,0
WC,181220,524.00,527.75,521.25,523.50,0
WC,181221,522.00,524.00,512.25,514.00,0
WC,181224,512.00,518.00,511.00,516.50,0
WC,181226,516.00,520.75,509.00,510.00,0
WC,181227,511.50,513.00,507.25,510.50,0
WC,181228,511.75,514.00,509.50,511.50,0
WC,181231,512.75,513.50,503.00,503.25,0
WC,190102,502.50,510.75,501.25,506.75,0
WC,190103,506.75,516.00,506.00,513.75,0
WC,190104,513.75,518.75,513.00,517.00,0
WC,190107,518.00,518.50,513.50,516.75,0
WC,190108,516.50,524.50,513.75,517.75,0
WC,190109,519.75,523.75,518.25,520.00,0
WC,190110,519.50,520.25,512.00,513.75,0
WC,190111,513.75,523.75,512.75,519.50,0
WC,190114,520.00,523.50,513.25,514.25,0
WC,190115,514.75,518.25,508.00,511.00,0
WC,190116,511.00,516.75,511.00,512.50,0
WC,190117,511.50,522.50,509.00,517.75,0
WC,190118,519.75,522.75,515.25,517.75,0
WC,190122,518.00,526.00,514.25,521.25,0
WC,190123,522.50,527.00,521.75,526.00,0
WC,190124,527.00,529.00,521.00,521.50,0
WC,190125,520.50,523.00,516.75,520.00,0
WC,190128,520.75,523.50,516.00,518.75,0
WC,190129,517.75,522.00,510.75,513.25,0
WC,190130,513.25,518.00,511.75,516.75,0
WC,190131,517.75,520.00,513.50,516.50,0
WC,190201,515.75,526.50,515.25,524.25,0
WC,190204,524.75,529.00,521.25,525.75,0
WC,190205,525.25,528.25,520.50,527.25,0
WC,190206,527.00,531.25,524.25,526.00,0
WC,190207,525.25,525.25,512.50,513.25,0
WC,190208,514.75,522.25,513.50,517.25,0
WC,190211,517.25,519.00,512.00,518.25,0
WC,190212,518.50,520.75,514.50,520.00,0
WC,190213,519.75,524.00,518.75,522.25,0
WC,190214,521.50,522.50,506.00,507.00,0
WC,190215,511.25,512.25,503.00,507.00,0
WC,190219,505.25,508.50,491.00,492.25,0
